Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,Partial Correlation Coefficient,Anderson-Darling Test,Shapiro-Wilk Test of Normality,Kolmogorov-Smirnov Test for Normality,Lilliefors Test,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test for Uniform distribution,Kolmogorov-Smirnov Test for Gamma distribution,Kolmogorov-Smirnov Test for Exponential distribution,Chi-square Independence Test,Fisher Exact Test,Mantel-Haenszel Test,Mean,Median,Mode,Range,Quartile,Standard Deviation,Skewness,Kurtosis,Mood Variance Test,Levene Test,Bartlett Test,F-Test for Variance
-14.369935,-13.5004702,-12.5236969,-15.2702894,-16.3190536,-12.4146042,-16.4932537,-16.9742851,-7.17662716,-9.58204746,-12.7467337,-12.7706709,4.1242075,-1.74041295,-7.97688532,-14.6323729,-16.9629879,-4.41769791,-11.7316952,-6.97910738,-20.9072762,-12.9879789,-7.72477007,-17.2153873,-15.8464098,-13.2158527,-12.8681536
-16.9106865,-15.9871521,-14.6032619,-18.6622562,-8.81597996,-20.1140614,-8.8007431,-7.30707788,-29.4993668,-23.0995655,-9.96328926,-12.3904009,-24.6932335,-17.7454929,-27.3960056,-6.97455025,-7.6779871,-11.8368902,-10.1160116,-13.7781086,10.0967941,-9.70834064,-9.31252861,-15.6597881,-14.9616222,-13.2334347,-12.636775
-0.224698737,-0.302555978,-1.19049883,8.13968468,-12.892004,-19.2363949,-12.4783392,-6.17846155,-6.55023479,-16.1418457,-5.50409031,-7.77195263,-15.3080244,-11.0772419,-7.84948111,-7.41585922,-10.0430012,-12.607564,-13.3771067,-13.2747707,-16.0149689,-10.8940449,-10.7774611,-7.5826211,-7.4437809,-12.3025093,-11.8382292
-7.21187258,-7.35689545,-6.61734104,-17.5256653,-12.7564106,-13.9668407,-12.8217106,-14.2422867,-10.5003815,-9.16432571,-12.1787043,-9.50340271,8.93435097,5.52388334,-9.10432816,-15.853406,-17.0563984,-8.47004128,-12.6998501,-13.9612713,-19.4573841,-14.2283802,-14.6108046,-17.1130276,-16.0703793,-10.2294235,-9.93291855
-3.57503915,-3.29286838,-2.56282854,-13.8952036,-9.11166763,-6.57191801,-8.97036552,-14.8143511,-4.30983973,-11.1032047,-11.9250336,-10.0496988,-7.70297766,-6.90976715,-12.8802376,-9.54738712,-11.3484745,-11.6516972,-7.96188021,-10.7831116,-15.7601471,-8.53369904,-8.2939682,6.45878792,6.12302017,5.27854252,5.36527061
-14.154686,-13.063592,-12.2235203,-15.3571014,-6.4971652,-12.9203444,-6.58797932,-6.28354788,-21.8752136,-18.2032051,-12.4224072,-12.0021753,-19.7519379,-15.8094664,-19.4228268,-9.06770706,-10.3383808,-12.8505611,-2.9155376,-9.06326771,5.65805531,-8.02694893,-3.74240756,-4.6472559,-4.50700855,-8.59017277,-8.32246399
-13.1931629,-12.4041462,-13.207325,-16.3595543,-4.0120039,-9.33267212,-3.87305617,-3.96265054,-5.59797096,11.2421989,-6.62368107,-6.01120281,-5.71927118,-6.32750273,-20.4709663,-14.740984,-12.67027,-8.36406326,-11.9646711,-9.35310078,-15.1553373,-12.3132324,-5.93910742,-16.9192219,-16.2244053,-10.616436,-10.3126812
-4.65827608,-4.35498381,-3.42634273,-11.5324726,-8.23544025,-11.4769049,-8.31498814,-8.06941414,6.84011984,-11.5292025,-11.4367237,-11.0441008,-7.94723368,-8.31072521,-11.2116652,-10.8649464,-12.2010002,-9.94821548,-9.54700851,-11.2422085,-19.1882591,-7.99291706,-6.38320684,-5.7892766,-5.46587276,-5.80359888,-5.14231539
-4.11853218,-3.42357683,-4.35422707,10.8828049,-13.3293104,-19.1586208,-13.4978323,-9.43216038,-14.2213211,-18.6626472,-10.4832973,-10.348155,-19.3182392,-17.2397938,-9.12652969,-11.7099915,-10.8458471,-14.6241293,-13.7193718,-15.2231846,-14.131176,-10.1504526,-12.9089279,-9.40148163,-9.18609619,-14.8252411,-14.2507257
-22.507906,-21.7112064,-19.116251,-21.4531937,-10.8052692,-8.71190739,-10.901289,-14.5662451,-15.7059164,-8.95941448,-12.246356,-12.369626,-5.05159044,-3.97141004,-17.9573574,-9.32461071,-12.076314,7.64927244,-1.38430953,-5.46628189,-16.8725357,-9.45749378,-3.10426188,-24.921072,-24.2463188,-18.610693,-17.8729134
-13.3482332,-12.42416,-12.6693754,-17.1393337,-9.33668041,-17.6510296,-8.84026337,-7.59059429,-12.0779743,-16.4856911,-14.3497334,-12.634656,-19.8193893,-11.9899282,-10.3023996,-13.5347404,-16.1836205,-16.2706375,-13.942749,-12.5798464,-7.41729689,-15.8849831,-11.9597301,13.4466753,12.9389553,-5.22593784,-5.03333426
-10.9045906,-10.4907598,-12.1923628,-13.4636889,-9.57438564,-16.9365444,-9.69706535,-8.43412781,-11.6966152,-15.2289705,-13.201436,-12.2661562,-14.5252228,-13.0181274,-9.99414253,-13.4613533,-16.916584,-14.6491909,-15.3559313,-10.9484501,-6.24296951,-15.8592653,-12.9032412,10.522995,9.87521076,-4.01362276,-3.64607024
-7.27976418,-6.86157465,-8.13733959,-10.6343184,-12.7303791,-10.6936588,-12.7826042,-15.7161617,-8.11239529,-13.4401255,-11.6862888,-10.8931303,-14.4543982,-13.1230536,-9.17059612,-12.1821909,-14.3279352,-12.2983704,-12.2247915,-10.6222973,-8.82396507,-12.2919855,-8.91154671,9.62683868,9.26336288,4.06152868,4.19901133
-5.99780846,-6.13537884,-3.88675308,-10.4370203,-5.59286404,-9.17639256,-5.58391666,-4.09533978,-4.32531786,-6.31543303,8.85355568,-5.23237753,-6.41928434,-5.18504333,-21.5365238,-13.4820366,-10.6803102,-8.62963676,-10.1935291,-11.6630516,-15.2170115,-9.46895504,-4.00468969,-17.8918667,-16.8860149,-15.1196165,-14.5808601
-4.71761227,-4.43012953,-4.49976206,-12.4506721,-8.35670567,-13.2328787,-8.21065903,-7.38066578,-8.70596409,-16.1803627,-12.463748,-10.3779545,-19.1197414,-12.9406862,-10.5009451,-9.89693737,-10.3702278,-14.39116,-7.09866762,-9.67828274,-9.23919296,-7.20240545,-9.72550201,9.81016922,9.48090458,-0.415415704,-0.306156963
-6.27971601,-5.77514887,-7.27294636,-12.0383425,-11.2506266,-17.5900478,-11.0514793,-8.73464394,-9.17992783,-15.121314,-12.0390625,-10.450613,-17.8549175,-10.8098583,-7.55788279,-12.5949898,-14.8333368,-14.3891001,-10.2902431,-11.5932178,-6.96997356,-12.2246361,-10.0026464,9.9443512,9.7784853,-6.76947737,-6.54596424
-4.8357749,-4.75102472,-6.44779253,-7.80324364,-5.6736412,-10.4550552,-5.67633057,-5.60943317,5.47661066,-9.48717976,-10.9038324,-10.657198,-5.3892169,-7.12247276,-8.91487312,-10.6170216,-11.7238598,-10.8988304,-11.7408743,-8.48562908,-16.026289,-10.6459494,-8.24950027,-2.50428843,-2.42871022,-8.76596642,-8.58283901
-11.0630331,-10.9055281,-10.6293926,-14.3981886,-13.3523045,-15.7334785,-13.4802275,-13.6333332,-5.32402515,-8.33823299,-12.8466091,-8.3494339,10.2122355,-2.34100723,-12.9390593,-16.910078,-18.4272842,-8.70168018,-16.2778759,-13.0564394,-21.2115421,-17.0574055,-12.1797094,-21.2254639,-19.8311768,-13.8221054,-13.533145
-10.5608263,-10.1358423,-10.0308237,-14.2514925,-6.24466896,-9.32331181,-6.17063761,-5.51922321,-4.54292536,10.6774263,-6.1740098,-5.22333241,-6.80016184,-7.25649214,-21.8707275,-13.6818914,-12.1954155,-8.6082201,-9.78546524,-8.40480804,-14.9248638,-11.5577765,-5.91884947,-16.6675186,-16.2071095,-13.8375988,-13.4917336
-7.58936739,-7.19556332,-7.82340813,-12.7147055,-9.74482059,-15.6742039,-9.57109261,-7.72424841,-10.6483154,-15.6691742,-12.9917002,-11.6000957,-16.9406376,-12.6095448,-10.8625689,-13.1879749,-12.6490746,-16.1496906,-9.59988403,-9.97244453,-7.96712637,-10.8795061,-10.8022118,10.4947844,9.95970058,-4.03934288,-3.86663508
-9.59997749,-8.94175434,-8.5637331,-11.2108107,-10.6140261,-11.7305851,-10.4599428,-9.96076393,-7.80504894,-11.2468948,-11.5756559,-10.6015234,3.50041342,2.09664464,-3.48500109,-12.3633738,-13.6324606,-6.27657986,-7.77262449,-9.43945217,-18.4269295,-10.0021935,-6.57805729,-13.1846189,-12.5363274,-13.5499573,-13.1287775
-1.88622212,-1.71748102,8.54032516,-6.61222649,-11.9166374,-13.0950718,-11.795002,-13.3867474,-9.90509033,-17.7840309,-10.052659,-9.47916126,-6.01325417,-6.32787323,-14.1298037,-10.1838675,-12.1945438,-12.6347809,-9.92599583,-16.3577766,-16.2719231,-9.6226244,-8.95036221,-8.86394501,-8.90659332,-6.221766,-5.84415388
-2.5155189,-2.52473235,-2.4363296,-9.54471397,-10.6414127,-14.5603981,-10.5817299,-9.69031239,-5.36914396,-11.8108606,-10.7425671,-11.9021111,6.97517443,-0.073789537,-7.66454124,-11.7741318,-13.8047867,-9.64483738,-11.9848776,-11.5608816,-19.2775059,-10.2494745,-10.279542,-9.16288567,-8.72884274,-10.747282,-10.3633261
3.34779048,3.30852413,4.37544441,2.48318005,-12.9445982,-17.5622253,-12.601223,-9.7749567,-4.70184469,-14.9273853,-11.074419,-10.5810146,-5.21676207,-6.65037298,-9.52704334,-11.9720001,-12.249855,-11.9667206,-10.6906338,-13.9356594,-18.7280025,-8.58283424,-8.89200211,-8.25284863,-8.06738281,-8.98450375,-8.45475292
-6.40962505,-5.84083843,-7.92070103,-5.94437027,-11.8277044,-12.7824793,-11.7980881,-9.68059349,-4.02964687,-11.3614235,-10.3960562,-10.2546377,-2.88602662,-2.79698014,6.21599865,-10.1105604,-14.2499189,-8.24134445,-12.4235687,-9.91312408,-17.0400028,-11.5160437,-9.56844902,-8.38474751,-7.90286255,-10.072382,-9.59741402
-5.52585125,-5.37379932,-6.04094267,-10.3788919,-9.84515953,-13.4931002,-9.61430454,-7.07658148,-4.11916447,-4.62919998,-5.28919029,6.00181246,-9.07498169,-4.80508089,-22.2415771,-12.5587788,-11.6622009,-10.1404638,-11.8569031,-13.3280935,-15.5139322,-10.0748062,-6.75504971,-12.2209225,-11.9564476,-11.3580856,-11.0482407
7.10847759,6.79209137,8.27498817,-6.72714472,-10.7237902,-18.250185,-10.6051264,-7.88083363,-9.3468895,-16.6220932,-9.96334839,-8.67431259,-7.74009609,-5.20128775,-13.3029728,-9.6238842,-10.6523247,-13.6768866,-12.8667336,-17.3145256,-16.1920319,-9.47193241,-13.3402596,-4.19334888,-4.25451612,-7.7711935,-7.48095417
-11.0039053,-10.3967104,-8.92951107,-16.9517555,8.4419136,-3.27331233,8.69153976,4.64212656,-9.52911091,-6.44942379,-8.68294621,-7.83481789,-9.15276909,-5.64544249,-22.1983929,-10.3342466,-10.7591696,-9.71883202,-10.6692848,-9.7401104,-13.3194418,-8.88913727,-5.82000875,-15.1964941,-14.4391527,-9.26490784,-8.89404774
-13.9460201,-12.2317095,-12.959384,-12.234746,-8.92194366,-16.1069603,-8.78278828,-5.54358768,-10.0755863,-14.0204802,-10.7084494,-8.60311222,-18.7007809,-16.6213131,-27.720005,-11.0880537,-4.98625803,-5.91869926,-1.42657149,-5.63277531,-14.5193443,-3.752141,10.4659815,-11.6038322,-11.395896,-18.022913,-17.4750557
-6.94545841,-6.67176104,-6.80299377,-11.154129,-7.60682154,-14.1423941,-7.47872639,-6.28919888,-6.16757154,-14.2436457,-12.6090956,-11.461545,-12.5339088,-9.66731262,-9.50961113,-12.2611856,-13.7583818,-15.231823,-10.7511606,-10.6631489,-10.7955608,-11.7080536,-10.4563532,7.41593266,7.08988237,-4.08022594,-4.03581953
-10.7815304,-10.1126919,-10.1815434,-16.6415939,-10.530611,-9.07933044,-10.4140129,-15.0101967,-13.9553633,-15.5268507,-12.8696804,-12.6454611,-17.7210732,-12.7131624,-14.1689348,-11.366169,-12.5893936,-14.0248756,-7.00000477,-10.4222107,-6.71204042,-11.3998451,-9.58392143,11.7836351,11.1653194,5.37127256,5.68154955
-26.9786854,-25.5114613,-23.8775158,-22.7161007,-11.6596394,-14.2744226,-11.0685425,-9.97980022,-22.2631092,-11.7526217,-11.3096361,-9.2010355,-17.7633591,-11.7152796,-25.6483631,-10.4964457,-5.86260796,9.84803677,-12.4670897,-12.7997122,-14.1949234,-12.0647459,-6.10216713,-30.9399185,-30.0602646,-29.6488647,-27.8582401
-13.8941784,-13.3366766,-13.7137775,-17.5038586,-13.141078,-9.82133865,-12.9905443,-18.5266533,-23.619524,-18.5465546,-11.2316523,-7.82787895,-19.8443966,-14.2939835,-21.9795074,-9.4944725,-6.66907644,-9.93201637,-11.3212442,-11.5609198,-5.93242407,4.82736063,-3.17271829,-14.1835804,-13.8965864,-8.13075542,-7.79386091
-8.16528702,-7.69838524,-8.48036194,-12.7887993,-10.3142328,-11.9402962,-10.1996365,-9.69217491,-9.01724911,-6.84554529,-11.9372931,-10.9766989,-11.1524954,-10.2232447,-13.1404734,-12.6415596,-16.1376972,-12.2015772,-10.4270525,-8.94245243,-10.4335384,-13.087781,-9.84505081,5.81016827,5.41626692,-6.49028873,-6.24907017
-13.2812691,-12.2574711,-13.6472816,-3.54226184,-15.0990372,-13.9088125,-15.2430229,-13.0502195,-4.18364668,-12.6084766,-11.116807,-11.1689415,-4.899652,-2.53245687,7.57628345,-12.4730101,-15.2081347,-10.3089685,-14.0962477,-8.47996521,-18.6505756,-13.076539,-13.2226315,-9.04450989,-8.55408669,-11.554656,-11.217308
-5.76955891,-5.39864063,-5.38851404,-13.9907093,-8.45612431,-7.02030134,-8.33022881,-13.5198336,-7.00339699,-13.7687788,-11.9614439,-11.646225,-10.8064642,-8.94979,-11.1796474,-10.2533226,-12.3268375,-12.4668198,-7.28621674,-9.05615616,-12.0108318,-9.4796381,-7.45359039,8.69127464,8.24574947,4.95045948,4.9427886
-13.4675407,-12.4436026,-12.8423176,-6.90819073,-16.6732197,-17.7475414,-16.1453762,-12.7747307,-6.18597174,-14.0095625,-11.3827667,-12.7169085,-2.45237708,0.517224908,6.81087208,-12.2201672,-15.5655479,-9.06334496,-13.3192968,-10.5404167,-20.5210991,-12.1260996,-13.3925247,-14.7151175,-13.6319904,-15.5097704,-15.2237549
-10.4992485,-9.39775658,-9.95271683,-16.7862625,-11.6055441,-19.7543278,-11.5792561,-8.46826553,-12.0460587,-17.6374397,-14.3109503,-13.93645,-18.855896,-11.244359,-14.7575579,-13.9881477,-13.6297693,-15.936924,-5.1030488,-10.0188637,-5.36545324,-9.52360439,-8.09914589,9.13582897,8.86240387,-6.23302126,-6.00090742
-3.83422256,-3.51559615,-4.81676197,-7.66429949,-6.11093903,-10.2374372,-6.14648867,-5.54795647,8.03311539,-6.15002012,-9.67883968,-9.73960781,-10.8273678,-11.4172821,-13.7911873,-11.6511612,-12.3021793,-10.9200516,-13.7433729,-9.74315643,-18.3270073,-9.43561935,-7.04856873,-8.05150032,-7.69052744,-7.45824909,-7.21574211
-9.45727348,-8.81874466,-9.58838558,-15.9781675,-11.1071053,-17.3006821,-11.1560793,-9.56820297,-10.9327354,-17.6898403,-13.8579111,-12.7386932,-20.2569504,-13.6297607,-10.9564199,-12.6986485,-12.8944063,-16.9955997,-7.73362017,-10.935133,-8.80606174,-11.2972775,-10.7989359,12.5238266,11.9740963,-5.46198082,-5.1797452
-9.71622181,-9.16209221,-9.07953453,-18.0274124,8.7736578,-2.87396693,8.71880341,6.73106718,-8.89057827,-5.87983894,-8.36215496,-7.07179499,-10.3142643,-7.19646978,-21.7846088,-13.3784885,-11.2281485,-9.81660366,-11.2941456,-9.36256695,-12.4113216,-9.19719982,-7.32246161,-16.1897888,-15.2521381,-12.3984356,-11.9996672
0.813391566,1.23080337,8.91062546,-8.28521633,-10.4948473,-10.4383316,-10.3267612,-12.1585951,-8.36902332,-15.1254368,-11.5095587,-10.4873943,-6.87258196,-4.578197,-13.8771524,-9.43797302,-12.555172,-11.5972166,-8.71751595,-12.7866898,-16.2882633,-8.16825581,-7.40445089,-1.01287305,-0.821389675,-1.10071671,-0.94043839
-11.7674522,-11.0527058,-11.7491522,-13.0850849,-12.2533817,-17.5862789,-12.0295029,-10.327529,-11.8550348,-15.6145334,-12.4357824,-11.8948002,-15.9706659,-12.0198698,-7.75795746,-12.8791246,-17.0650692,-14.6184025,-13.9757977,-10.7785273,-6.79722738,-16.788763,-13.0795498,12.3252039,11.7696772,-5.1131072,-4.71007013
-11.9774599,-11.4858313,-8.85845375,-16.8652534,7.8428688,4.43272114,7.89955139,-2.56650949,-11.0869389,-6.36907578,-8.8196106,-7.1582284,-9.48432064,-6.44064045,-25.0949574,-9.05830574,-10.7804556,-9.50827503,-10.7188196,-9.34028625,-12.7180471,-10.1311321,-8.49272346,-14.3994827,-13.8071289,-5.90772295,-5.62201357
-10.4942198,-9.85267925,-10.5615482,-8.44165993,-11.625433,-13.8081818,-11.165987,-9.56578732,-5.95434523,-12.6925468,-12.2319069,-11.4439936,-3.95094323,-2.05879354,7.54989243,-12.3278313,-14.4917936,-8.88707352,-11.5906858,-10.4039078,-18.0156765,-11.2634954,-10.494606,-7.83807707,-7.41623688,-11.0893335,-10.6506586
-30.766468,-28.9452686,-26.0514698,-24.9388809,-14.150526,-14.8439636,-13.4423008,-11.9873486,-21.0611725,-12.9131641,-12.0441647,-10.3805561,-17.387352,-12.2267361,-23.1713715,-8.12057304,-6.03131533,9.46510315,-11.3589525,-11.9722338,-15.4097481,-12.7018824,-8.1707449,-32.8393402,-31.8898792,-27.9323063,-26.6544933
-13.8655701,-13.0404177,-10.6426716,-17.3340607,9.1124239,5.98049831,9.05661297,-2.2067821,-10.6527967,-5.76733398,-8.81807995,-8.02329254,-7.28005838,-5.95417118,-24.5440636,-10.282547,-11.2681265,-8.70710754,-9.21014309,-8.198843,-12.6341009,-9.83200073,-5.44561863,-13.379467,-12.9041739,-6.07413626,-5.83278322
-13.2332315,-12.5436535,-8.28016376,-13.8058481,-8.16688251,-8.64286137,-8.04915428,-9.60767651,-7.40452051,-5.05616617,-5.21947479,8.71356392,-9.56240082,-4.70148039,-21.6456261,-12.9150229,-11.0718822,-8.00785065,-12.4184093,-12.7077446,-14.3942223,-10.2061682,-5.51714182,-17.0925579,-16.5564995,-10.934597,-10.4035378
-18.2326736,-17.3522625,-11.4329052,-15.0641527,-10.1252565,-15.8834972,-10.0853672,-11.0140533,-22.068512,-18.0591431,-12.8584948,-9.62167931,-23.3522911,-15.4477463,-21.6625519,9.45160866,-4.35344982,-7.19154119,-7.69709349,-12.5587959,-10.1917839,-10.2942295,-10.3759594,-18.4667263,-18.1303749,-16.4692364,-16.0063992
-31.0912228,-29.2495689,-26.4116592,-22.5630417,-15.6294374,-15.7539263,-15.4287243,-15.3198853,-23.9871788,-13.9298859,-12.7469015,-10.9999409,-16.8409748,-11.9882975,-21.8413296,-11.2172785,-6.91394806,10.5864649,-10.6151009,-11.3198805,-14.9448338,-12.628458,-10.7411079,-33.6312332,-32.9503326,-29.1753845,-28.1855659
-4.58234262,-4.06333876,9.08199024,-7.18325758,-9.92920113,-11.5779381,-9.77188396,-12.0286293,-9.67550087,-16.5787449,-10.6056223,-9.60526848,-6.96229601,-5.37330532,-12.280407,-10.0514183,-13.3205137,-13.0856686,-10.1523447,-14.6160917,-14.4776287,-8.88044834,-9.82016659,-3.84059572,-3.85689998,-2.51762676,-2.21301079
0.107827678,0.270818889,1.37831998,4.25642204,-13.9911184,-16.1582489,-13.6201534,-10.6187286,-2.95663667,-14.6014614,-9.49719143,-8.38568497,-9.82003689,-9.34784508,-6.21256495,-8.38525963,-11.4104862,-10.4972696,-9.79692173,-12.1021605,-17.0007553,-9.85630894,-7.04633379,-8.57795334,-8.4450016,-12.0402012,-11.7031879
-8.40386105,-8.00752735,-9.37965488,-15.0160675,-6.25176477,-9.39113522,-6.11628628,-5.59528112,-4.68660164,10.9705477,-7.13995123,-5.56664324,-6.06728029,-7.42365503,-22.4629383,-14.6171608,-12.3317719,-9.38908005,-11.3149576,-8.97490978,-15.6923885,-11.9584551,-6.85138512,-15.6200018,-15.2780828,-10.5804558,-10.4523344
-14.3734217,-13.2841005,-13.6909494,-14.4624052,-9.68034267,-18.0776024,-9.309062,-7.40459108,-16.8493538,-14.9111385,-14.5258589,-12.3624935,-18.9261284,-11.7157516,-7.80375338,-12.4225168,-18.0413189,-15.7895432,-17.3723354,-11.4961452,-8.05062866,-17.6433182,-15.5882311,14.7418518,13.9758253,-6.75233984,-6.39683151
-10.6596193,-9.9061327,-10.4691677,-15.4219103,-6.76949501,-3.86349893,-6.57511282,-11.8648529,5.28331089,-7.59758615,-8.51895428,-9.10875797,-6.26878023,-7.35859919,-12.4647121,-10.0641642,-12.6996584,-8.65714359,-12.5825062,-8.31139851,-17.2727222,-9.42203331,-8.12619781,-4.00513744,-4.04794931,-2.23905659,-1.94549608
-10.0798607,-9.077631,-11.152936,-13.7845497,-12.8225784,-15.3849154,-12.6514482,-10.401329,-14.4621506,-14.8125038,-7.99563503,-6.23472738,-20.0656605,-13.0037031,-17.737381,-14.4527407,-10.6574898,-11.8483534,-13.9818401,-10.7366447,-9.95911598,-6.49062109,9.23164082,-7.03758526,-6.87106276,-9.28724098,-8.55806255
-4.50715017,-4.35067177,-5.60819292,-10.4770279,-9.24598122,-16.5287762,-9.16473103,-8.13615799,-7.81308937,-13.5109625,-11.7457952,-9.61418533,-13.374692,-12.2169666,-11.8258915,-11.9739237,-13.4246149,-12.9984655,-11.9074831,-11.4908485,-7.58363914,-10.6352968,-9.21029854,10.9698057,10.4694633,-7.06669331,-6.60513544
-3.31405854,-2.89659429,-4.42919302,-4.94274807,-7.65872097,-14.796876,-7.8442359,-4.9895134,6.66607571,-9.27857971,-9.37322426,-8.73327255,-6.48422766,-10.5092058,-13.8213358,-9.64204121,-11.8225479,-11.4545097,-11.3148899,-11.0602894,-16.8147049,-9.333992,-8.34808922,-3.57892942,-3.45214009,-10.4653234,-10.1846514
-8.80726051,-8.60205364,-9.26713181,-14.5305347,-11.5577106,-9.57384396,-11.5684233,-16.3158436,-13.2265501,-14.427412,-12.1105318,-10.5633106,-15.8986015,-11.7452803,-12.3102856,-12.8668671,-15.0334578,-13.6255169,-11.3204508,-11.4092207,-6.39903355,-12.1457663,-9.83695126,13.2389307,12.5972385,6.43317223,6.35648489
-17.6354847,-16.4087372,-16.5499268,-6.02768993,-14.6885424,-17.8677597,-14.6948195,-11.8090277,-8.62002468,-13.9393101,-11.092514,-12.6571617,-4.41297817,-1.90051341,8.25158405,-13.6437616,-15.8279867,-10.4335661,-15.5551081,-11.0817204,-20.4018784,-14.2418957,-15.7494392,-12.859971,-12.3894377,-16.5153027,-16.2152824
-14.6718788,-13.9996948,-14.4407082,-18.3908577,-9.78874016,-12.1754808,-9.52860832,-14.2067614,-18.1470566,-15.0699215,-13.8640766,-10.5849571,-15.8067064,-11.6574726,-12.0823669,-13.5934591,-18.292738,-13.9181519,-17.3042049,-12.9740696,-6.02576303,-18.0804844,-12.9163036,12.7065353,11.9964266,4.44773912,4.61303186
-3.39506745,-3.1135633,-3.75131464,-9.03077984,-11.2404089,-16.6026039,-11.1416378,-8.24717808,-3.39624381,-11.5266151,-11.1851473,-9.81010056,7.77502584,-0.950532317,-6.05571318,-12.3823071,-12.994235,-9.39969349,-10.875905,-12.831461,-17.6439476,-9.28731918,-8.47183704,-9.53598976,-9.14707565,-12.579092,-12.1053991
-18.536478,-17.0822849,-16.2883244,-13.5887575,-6.50421906,-9.22198296,-6.4975338,-6.53254318,-3.81869698,-10.3798561,-10.6569271,-15.414299,-16.3181305,-13.6272011,-19.0794907,-12.776289,-7.87567902,-6.74678278,-7.00904369,6.50300694,-17.4690666,-7.69153547,-1.48056555,-16.8123379,-16.1808262,-17.7264214,-16.8808975
-7.02920246,-6.47235584,-6.22486687,-13.6154337,-9.41190529,-8.64205837,-9.27599239,-12.1870098,-9.53620911,-15.7942533,-11.6858349,-8.92083645,-12.8178635,-8.44369888,-17.3911362,-10.2307501,-7.2357254,-8.44428921,-3.70128012,-6.51371527,-13.6493425,5.59152222,-0.480034292,-7.17513275,-6.90325117,-8.13176823,-7.93779469
-1.99630487,-1.97459459,-1.4085089,-10.9290428,-11.3559895,-16.7717857,-11.1522894,-8.5286932,-4.92208147,-14.2642031,-11.2786589,-10.1800251,-13.8162098,-11.8760309,-11.7181826,-10.3760748,-11.4903975,-14.1326256,-7.7082262,-11.1327085,-12.4134254,-7.92390728,-8.80819416,6.26122189,5.82256222,-5.07441616,-4.70041656
-13.3778553,-12.3733835,-12.2645245,-18.4650078,-12.9989843,-20.7512093,-13.0218019,-9.09944057,-15.0320435,-18.3045368,-14.4327812,-14.8487959,-22.091629,-15.2438297,-17.3959122,-14.0927057,-14.6358461,-16.4483185,-8.38225555,-11.6847963,-5.29739428,-11.5430927,-9.458951,9.13469982,8.87945843,-7.46755648,-7.10529995
-16.6096573,-15.0384903,-13.5811481,-14.8120995,8.20317173,-5.49662828,8.15653896,9.02918339,-4.31236553,-8.08508682,-10.1577215,-8.55006504,-10.2941189,-12.097435,-27.8142262,-12.9635725,-11.9489927,-8.22311974,-13.4046135,-7.06295347,-16.5304832,-8.42613983,-5.04691648,-19.6061592,-18.9222145,-16.2111206,-15.5122709
-18.3132401,-17.4278259,-16.3305378,-19.7024612,-8.24170113,-17.6660023,-8.32073784,-8.57029343,-29.8893604,-22.8881779,-12.868206,-11.7729006,-24.0399914,-18.0216026,-25.8324966,-7.76874447,-9.14473629,-12.3741589,-9.26952171,-14.6547413,10.4267941,-11.2869272,-10.3177214,-15.4570141,-14.8875942,-12.875227,-12.2926035
-8.02657318,-7.71892881,-8.58241177,-17.2939205,10.6767607,-3.15868926,10.5133286,8.47033501,-8.52150345,-5.60186577,-8.5479784,-6.14029026,-7.22872019,-6.75442505,-20.4202576,-12.8963804,-10.7223806,-10.1704683,-12.0137186,-11.0925941,-13.2700224,-8.91266251,-9.85059929,-14.2727203,-13.6162052,-13.3106308,-12.9880314
-4.81565046,-4.37568521,-6.77639627,-10.5971346,-5.72438145,-4.7704587,-5.5720458,-6.08882093,6.10820818,-7.93147373,-9.31666279,-9.29535484,-6.01648331,-7.23556423,-10.9730635,-10.9246683,-11.7371197,-10.6094379,-11.3814745,-8.20875454,-17.5463161,-8.74986362,-7.55871487,-4.08853054,-4.14599991,-4.29067612,-4.13209295
-20.7964211,-20.022913,-17.5358753,-13.5796556,-10.6705112,-13.6736813,-10.8885336,-9.9385252,-18.3886642,-15.7487469,-11.9454384,-10.9162941,-26.2193813,-17.67733,-20.8647804,-4.82111025,7.24211121,-6.10196877,-7.01133633,-6.38799667,-14.8340721,-7.71482944,-10.2373333,-24.0949631,-23.7262211,-20.8538799,-20.0591946
-19.1578026,-17.7800236,-14.0200415,-19.7328205,-10.2530336,-15.3069773,-10.7493229,-10.700242,-29.6625519,-20.2763348,-14.4128265,-14.035099,-25.3790684,-21.3590279,-25.8535843,-9.22219372,-12.4094791,-13.3508015,4.83541536,-8.36930943,-1.13770854,-9.63177109,-1.91978776,-5.63125563,-5.65558195,-11.4619074,-10.9959517
-1.01736796,-0.720382392,-2.06568122,3.82107902,-11.0886631,-18.2625141,-11.2101698,-7.19527578,-8.17600536,-14.9880695,-8.74761105,-9.26586246,-7.03521156,-10.0322943,-7.20311737,-9.95201206,-10.1877518,-12.9430199,-12.4168091,-14.5592127,-15.3800688,-9.67374706,-12.3796177,-3.57718563,-3.69963646,-13.0889463,-12.6334238
