Pearson Correlation Coefficient,Spearman Correlation Coefficient,Kendall Correlation Coefficient,Partial Correlation Coefficient,Anderson-Darling Test,Shapiro-Wilk Test of Normality,Kolmogorov-Smirnov Test for Normality,Lilliefors Test,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test for Uniform distribution,Kolmogorov-Smirnov Test for Gamma distribution,Kolmogorov-Smirnov Test for Exponential distribution,Chi-square Independence Test,Fisher Exact Test,Mantel-Haenszel Test,Mean,Median,Mode,Range,Quartile,Standard Deviation,Skewness,Kurtosis,Mood Variance Test,Levene Test,Bartlett Test,F-Test for Variance
-7.58428192,-7.27803898,-8.01339531,-10.8249559,-7.96166372,-5.32269859,-8.21172428,-14.0245829,4.12310171,-9.72848892,-10.7773676,-10.4195337,-6.76844835,-7.04213095,-10.1426296,-9.92442894,-12.6424894,-10.3648129,-13.148716,-9.68862629,-16.8975811,-11.9030161,-8.78719807,0.463812411,0.417780608,2.07628226,2.23003054
-12.1259546,-11.3692312,-13.4140272,-6.79433966,-15.3590298,-17.8774109,-15.1644945,-12.4147873,-4.18333769,-12.6554861,-12.2132759,-11.9944897,-3.18531966,-2.46882319,5.36837959,-14.2027197,-15.5816593,-10.4880924,-15.8600597,-11.1582441,-20.946207,-13.4162683,-14.7317562,-11.94238,-11.4455423,-13.2276478,-13.02845
-10.1310892,-9.68227863,-9.50850487,-15.9475956,-9.52595043,-15.9691658,-8.99659824,-8.49476051,-13.4460669,-15.598546,-13.4355202,-10.4025106,-16.8009834,-11.2656775,-8.99720669,-11.4790277,-16.9485798,-14.0173397,-15.4921141,-12.4662056,-6.62556744,-14.8350353,-13.9752541,11.4712868,10.8630447,-1.337201,-1.15360725
-13.0411053,-12.0340853,-10.301486,-11.992918,-8.81554508,-13.2654171,-8.92742538,-8.01058483,-19.4064579,-18.0760803,-12.8324528,-12.2378645,-20.0345936,-16.0124168,-20.163538,-7.48846912,-8.64465427,-12.0584507,5.58851576,-6.72085428,-5.06982327,-5.88912106,-0.169083416,-3.88393903,-3.81516719,-10.9822969,-10.2578735
6.40032387,6.0550952,6.468328,-5.27504158,-11.1410389,-18.9466057,-11.1780262,-8.28362656,-8.23910236,-16.5863895,-9.99917316,-9.62161064,-3.51110649,-2.80875134,-12.2610788,-10.8409843,-12.7637482,-13.0159502,-10.57903,-15.881011,-15.3747864,-8.5222187,-9.65585041,-6.6439271,-6.59063816,-10.7163076,-9.8571825
-4.65069771,-4.61545229,-4.30761194,-13.5295019,-10.5717888,-10.3157949,-10.7307024,-11.7942896,-5.15643215,-10.1035995,-11.9672451,-11.5071936,5.43216181,4.45337534,-5.1972003,-12.8186712,-14.0187206,-6.7414279,-9.06902885,-8.98785019,-18.3485909,-11.3861837,-8.53237915,-11.1101484,-10.5005722,-10.1481037,-9.86676311
-12.2065859,-11.4856892,-13.0755663,-13.6750088,-9.02344894,-12.4246559,-8.81699657,-7.07006073,-2.56667328,7.45443392,-5.49159956,-2.84652925,-5.57717848,-7.06461573,-20.2401657,-15.5771265,-11.7401886,-8.14849663,-13.3787584,-10.6765318,-16.0644894,-12.03932,-5.47014475,-16.3714638,-16.0477524,-14.4369373,-13.988924
-9.55723,-9.51941586,-10.7451553,-16.2986603,-12.7711954,-19.4802036,-12.3995571,-9.87116051,-18.7406216,-19.96772,-8.91272354,-8.53497219,-21.3164139,-14.910059,-22.9599743,-10.2783089,-5.77329731,-10.5644341,-13.5412169,-12.0193939,-7.15577078,4.67652941,-2.71566749,-17.1966705,-16.5633774,-16.7269478,-16.2782288
-8.89835644,-8.45553207,-9.44038963,-14.6334763,-10.8421564,-7.24104738,-10.9905605,-16.3448181,-8.1787281,-5.66385698,-11.2167397,-10.731801,-11.668602,-10.1055288,-11.7982378,-11.8003845,-15.5217915,-12.1304035,-12.010993,-9.22917843,-11.4483337,-13.5262375,-10.1285114,8.52027225,7.97777414,5.72604847,5.70836449
-8.09957695,-7.2129221,-7.40330553,-16.2269745,-11.0509672,-17.4903946,-10.8871851,-8.19504166,-10.4485502,-17.0954609,-13.7160044,-12.3173971,-20.9241829,-14.1476784,-14.8572874,-11.5887661,-11.8229132,-15.2462158,-5.54444456,-9.63351345,-8.2726078,-6.58333302,-8.91522217,10.2609901,9.84770107,0.198409483,0.351641864
-7.28618002,-6.80567265,-6.57221365,-15.5056248,-8.28336906,-5.36206055,-8.22945213,-14.8297653,-8.35962296,-13.7118826,-12.6811972,-12.1847334,-13.4437523,-10.6529875,-13.0383434,-9.42399311,-12.0093489,-12.73353,-7.08724356,-8.70323563,-11.6268473,-9.72970676,-7.21058702,11.0131063,10.2671089,6.7464509,6.76190901
-3.32315707,-3.10395885,-2.96659708,-6.31326437,-7.73133898,-14.5271606,-7.57556057,-5.0921855,-2.44174242,-12.6971712,-12.325038,-9.02847767,-11.2891541,-10.6688833,-9.37154198,-11.3213015,-12.7991266,-12.3791704,-10.7282667,-10.8416481,-13.4657764,-9.79828358,-5.96575069,4.21201277,3.72084737,-5.55733061,-5.33689451
-14.4482918,-13.8816357,-9.4410696,-15.4663391,-10.8680048,-10.4839764,-11.0805931,-14.31425,-24.5482807,-16.0491428,-11.7768641,-8.73894215,-20.0164642,-9.93366146,-22.8073177,-2.3371048,-6.28626919,-9.47239685,7.15767574,-12.0754242,-7.61616182,-7.49271774,-13.4455957,-18.301899,-17.4614601,-13.1643696,-12.2990894
-0.562134564,-0.345203012,10.2375774,-6.15942383,-12.3431101,-12.4397345,-12.1857052,-13.2035122,-9.80598927,-17.0917091,-10.8878355,-10.5885954,-7.65204382,-6.65389204,-15.1186562,-9.61444092,-12.1950998,-11.8940792,-7.8623805,-14.2301817,-17.2027855,-9.12653923,-6.69105339,-7.42781687,-7.08351612,-7.4664259,-7.0655098
-5.45243931,-4.80554199,-6.0413847,7.41093302,-14.2601318,-18.1659508,-14.0416336,-9.17347145,-1.06071067,-13.7922735,-9.20670033,-10.7825499,-10.2072439,-8.42033386,-2.20409894,-9.62745094,-13.1028261,-10.123765,-12.8224421,-10.6572227,-17.575161,-11.3296251,-9.53699875,-8.41425991,-8.20033646,-13.1024847,-12.6827412
-9.57096577,-8.93422318,-9.41852283,-13.5368662,-2.9615736,-7.76566601,-2.91283774,-2.84801245,-1.82301712,6.1513257,-6.868999,-4.12090445,-5.38093948,-6.09535933,-18.8011227,-13.3546934,-11.5052481,-9.55408192,-11.63943,-9.97830963,-15.5946722,-10.4506197,-7.37612343,-14.6129284,-14.3529081,-12.6770649,-12.7503996
-10.9357319,-10.065814,-9.74447632,-15.4380245,-9.79149723,-16.0807552,-9.73000336,-8.34845638,-11.4923258,-16.0110569,-14.1992569,-13.1080484,-17.4945412,-13.5697765,-11.1570253,-13.2832518,-14.216465,-14.922307,-11.3556471,-10.5663385,-9.42906666,-11.2284451,-10.5152645,12.0216684,11.6376228,-2.53837919,-2.27194023
-3.24270606,-3.15987134,-3.7104845,-8.84922981,-8.42744827,-7.10340881,-8.51646137,-13.0691385,-4.65217924,-12.8029623,-11.1799307,-9.63161469,-8.65666008,-8.42764091,-8.62279606,-8.70601177,-10.5785332,-11.9917927,-10.4102087,-10.6181631,-15.2759504,-8.69012356,-11.2469606,5.94579506,5.55101585,4.58344507,4.59349251
-12.7512684,-12.2523413,-8.40441513,-15.8039656,-6.31159258,-13.1629162,-6.5228138,-7.33301973,-18.5934906,-18.6013393,-13.6629763,-11.4086266,-21.652544,-17.7085342,-20.0423336,5.06502247,-5.28479862,-6.43416643,-7.72671461,-10.5994568,-11.8249531,-8.48155022,-3.74479342,-11.0400333,-10.9273338,-11.3793507,-10.9769936
-24.7713718,-24.1713314,-22.6143188,-17.0793552,-14.2671032,-20.4134712,-14.1205177,-11.700635,-20.0895977,-14.9738703,-13.5439634,-16.1764469,-26.0371056,-18.4317131,-22.4612827,-15.9790478,-7.01564503,-9.60724545,-11.9749403,10.6834068,-15.3110199,-12.1686554,-13.4277477,-24.3506718,-23.7053242,-25.8217735,-25.0014553
-12.7028913,-12.0279055,-10.8297176,-12.5288267,-11.9168749,-10.3652506,-12.1295214,-13.5411005,-7.01088047,-10.5316734,-11.3067169,-14.1756153,6.20403099,-3.22852445,-6.5003562,-12.3483696,-15.8501062,-4.45900631,-9.09009266,-7.65693855,-18.6629581,-12.1713791,-8.00806332,-14.4097977,-13.5487576,-12.6704645,-12.283371
-5.05946589,-4.63356161,-5.78742409,11.4850407,-13.2576847,-18.4953899,-13.1825619,-8.31613159,-9.63966274,-18.6601143,-8.71259022,-11.5078564,-18.6050167,-14.6287918,-4.53242254,-11.7488794,-11.9403,-12.739418,-14.1827774,-12.7343302,-16.2036438,-12.2275791,-11.290472,-8.40880394,-8.06637001,-15.1468191,-14.7070198
-5.69839478,-5.21055794,-6.09295273,-5.68906069,-13.2164688,-12.5775442,-13.1531754,-11.6656837,-2.37551546,-9.90452766,-10.8466892,-10.4206753,-0.944647729,-1.72398877,1.35112011,-11.2471628,-13.6812134,-8.63887882,-10.4176416,-10.6241369,-19.0260239,-10.9675531,-10.2331486,-11.1255426,-10.4867201,-10.7653866,-10.5268679
-7.20085239,-6.69722843,-6.57914829,-15.1649971,-9.85289574,-16.5439453,-9.50045013,-7.69120598,-9.23333836,-11.1519518,-11.7712622,-11.3813114,7.32459593,8.42389202,-2.95474362,-12.8443727,-14.1455297,-7.3152442,-10.8053989,-13.2700844,-19.1627617,-10.3232231,-9.76570415,-12.1873417,-11.5656652,-13.2284956,-12.8902264
-13.7489958,-13.1517649,-13.9290018,-15.0183887,-9.661129,-17.4036312,-9.30037785,-8.91011143,-17.2040291,-15.4637451,-12.7009468,-10.2925053,-15.1177607,-11.0556459,-11.0065241,-13.5534353,-16.8627968,-14.553009,-16.4591961,-13.059041,-4.69443512,-17.5571117,-14.1753006,10.6143713,10.0744352,-5.22177124,-4.96179914
-33.3228188,-31.6408215,-26.8547535,-27.2711086,-17.7044849,-12.5004425,-17.6493645,-20.0274067,-22.4996052,-11.3572302,-14.5029755,-15.1649494,-14.2692804,-6.60031319,-21.640686,-12.7207327,-13.5418653,12.6913195,-5.11392832,-7.82445049,-19.8601799,-14.9822626,-6.12727213,-36.1287422,-34.4898376,-28.9438572,-28.1952763
-19.3925953,-18.4873619,-16.6379967,-11.8953037,-9.11123371,-14.0543919,-9.25057697,-8.72668171,-17.0004749,-14.475503,-11.9400263,-10.8664665,-24.690239,-17.0645142,-22.0304871,-6.25779629,8.50732422,-6.57670259,-9.00489616,-6.18642378,-13.9574471,-8.15108681,-8.80372047,-22.5011177,-22.2362709,-19.9669666,-19.3105831
-4.6173811,-4.31500483,-3.81119776,-11.8640928,-11.0518064,-16.8654461,-10.8620148,-8.76320839,-9.23483849,-12.0719776,-10.7677135,-10.2456017,5.2220602,6.28437901,-3.50622869,-13.2502556,-13.9571114,-9.27042007,-11.3720427,-14.180459,-19.216711,-10.8278465,-11.5060844,-12.7662086,-12.2888317,-12.8892756,-12.7985849
-10.4655657,-10.0004377,-9.872859,-16.1927967,-8.53857708,-9.13057995,-8.47200966,-12.7939034,-9.69162178,-14.4667969,-13.9555101,-11.7305546,-15.4535322,-11.3873816,-10.4105282,-12.0011425,-14.5477057,-15.0548201,-12.856451,-10.0866537,-10.3104668,-12.1858072,-11.4305487,11.8754759,11.2992592,5.6477952,5.59073782
-7.67826033,-7.73936176,-6.94803143,-14.4614716,-12.5571489,-16.1158104,-12.8951654,-11.8908119,-7.06317902,-7.96401358,-12.0173931,-8.02972698,9.18016815,5.80718756,-11.6251793,-15.4589424,-16.7773914,-8.30507374,-14.5980272,-13.0843105,-20.2341652,-14.9858303,-12.4554977,-13.510396,-12.6725235,-8.06079578,-7.55923223
-13.1035357,-12.5032215,-12.6180859,-17.5075436,-15.1725254,-21.3318672,-15.3523693,-12.1504354,-23.6741371,-17.271986,-8.70578575,-7.69928741,-22.8256702,-14.5485868,-20.7666168,-12.0018311,-8.20883465,-9.97053146,-13.7259007,-11.1506844,-6.2120285,-8.57846451,10.9023876,-14.9565191,-15.0805702,-13.3373194,-12.5816116
-5.5216341,-4.61456203,-6.30579519,-4.93148422,-11.1597052,-17.0762691,-11.0259409,-7.2177701,9.67091846,-6.1160841,-7.5155654,-2.94903445,-11.7573833,-10.9558163,-9.73670769,-12.0341549,-12.2919159,-10.5073452,-13.6188593,-13.7765808,-14.3443584,-10.9016666,-6.08122158,-14.1205921,-13.7286587,-16.0024681,-15.697299
-12.1220798,-11.5989094,-12.3228693,-15.1277275,9.85026646,-4.34712172,9.73767948,8.47633934,-8.12265205,-4.81193542,-8.21695137,-6.56774378,-7.24845791,-8.55023766,-22.7943478,-13.2460127,-10.9747438,-9.70939445,-12.3532772,-10.5005331,-13.7023563,-10.765501,-6.81103802,-17.1370506,-16.2490902,-14.3755398,-13.9701633
8.09222698,7.70280743,11.4423342,-5.97557926,-8.85582542,-18.5300369,-8.86395741,-5.1321044,-16.4738998,-16.6235294,-10.3718967,-9.16649246,-12.8029633,-8.33319569,-19.3927631,-10.5063381,-14.4383793,-13.2675285,-12.3135653,-17.1599712,-15.4859409,-11.4963923,-10.0371065,-7.15424395,-6.97005939,-13.1201153,-12.7391119
-10.633811,-10.5326233,-11.4911299,-16.0609684,-11.472683,-18.3273277,-11.3264799,-9.51868725,-18.2274914,-18.6687508,-11.0329247,-7.9675746,-19.2954369,-15.1568041,-22.0065804,-11.609025,-7.1270504,-10.0835209,-13.285965,-12.1918745,-7.59217072,5.86907291,-2.04467273,-16.8835392,-16.3658943,-16.5606956,-15.9950266
-6.20623064,-5.94224405,-5.93884659,-11.9830236,-9.40717125,-14.9752789,-9.20904541,-7.87679815,-6.28547287,-14.9782438,-9.50699711,-12.0037527,-16.3317738,-11.1657066,-11.9597425,-11.9654951,-12.2626925,-15.647687,-11.7449627,-11.5891285,-9.9829607,-11.2477665,-12.3042479,9.45427227,9.20591545,-3.20857358,-2.92097926
-9.59105301,-8.85867977,-11.1004086,-6.73926258,-13.093792,-16.5530128,-12.7519569,-9.41710091,-6.00477409,-11.8830614,-11.5981121,-10.2764311,-4.07106018,-1.83449244,4.46223783,-12.0044661,-14.8265219,-9.00003433,-13.6222754,-11.5638151,-18.3158836,-11.9051704,-11.2714005,-8.28904629,-7.77266836,-10.5925636,-10.3819208
-9.04856873,-8.65046597,-9.43754387,-13.6428289,-7.62567186,-15.0222063,-7.42019892,-7.05884409,-13.2617359,-13.8150311,-11.6211691,-10.4033861,-12.9427538,-11.439765,-10.446229,-13.3609324,-14.6590824,-13.3789043,-12.4238272,-11.970458,-5.47249794,-12.5601082,-10.7338791,8.13410187,7.67761993,-4.80710077,-4.66593885
-5.92036343,-5.63280773,-5.79437017,-9.84743404,-11.4659395,-16.2980042,-11.4425058,-9.67403126,-8.35794353,-10.4725876,-11.6198902,-10.0057316,10.562521,-1.20634902,-5.10812283,-12.9756851,-15.6213875,-8.35494232,-12.7084675,-12.6618271,-18.8875694,-12.3702059,-11.4738874,-11.7562437,-11.7947731,-11.1494646,-11.02882
-11.7788754,-11.503273,-11.9105425,-17.1829777,-13.2165318,-14.613945,-13.205286,-11.9750614,-3.60089374,-8.57807159,-12.2907829,-9.75600719,5.77400112,6.09849453,-5.03464746,-14.4027262,-17.2471638,-7.61283016,-13.8717146,-10.9563513,-21.002676,-14.6270247,-12.0866795,-19.1630192,-17.5305176,-14.36446,-13.8958187
-12.8523149,-12.0719213,-9.5413065,-17.7656174,-8.21342373,-17.1106224,-8.02577972,-6.49100971,-26.8805408,-22.3871613,-12.6108007,-10.2691736,-24.4141121,-16.8019238,-26.4047203,-4.91366625,-7.97255802,-13.3268871,-6.99677849,-12.8606348,8.04284191,-7.21010542,-10.6937599,-13.3559685,-12.7851543,-10.0105572,-9.70401955
-6.38665199,-6.3285203,-5.94316339,-10.6198034,-10.8449984,-14.3964405,-11.2046776,-10.9757595,-7.53131485,-10.1718607,-11.9718437,-11.1408482,10.0723476,0.0130542517,-7.98604488,-12.9845514,-15.7409868,-8.23523808,-13.1684771,-12.1180735,-19.9731445,-13.3557129,-10.3926401,-13.7585936,-13.0565977,-12.6179562,-12.3124056
-1.35246325,-1.24178493,-2.34106898,-12.3133106,-8.41817188,-7.89847565,-8.40892315,-12.4893503,-1.45083976,-9.60236263,-11.476038,-9.00473022,-5.49793005,-6.14840221,-10.9458618,-10.2927723,-12.5598402,-10.7981911,-11.3196592,-11.3341703,-15.9620409,-9.78897381,-9.89255619,3.28035688,3.06688976,3.64599347,3.80408764
7.14737225,6.71293831,7.96566248,-3.4307754,-10.7497654,-17.5548363,-10.45331,-8.4893961,-6.6229682,-16.2129993,-10.5547266,-10.1633034,-5.8940134,-7.3041749,-12.2528286,-11.9027519,-11.9103413,-13.1394463,-11.183217,-16.3708439,-16.8903847,-8.23452473,-9.35910511,-5.8630352,-6.04217196,-5.02978039,-4.44514656
-5.48513079,-5.25652647,-4.37498522,-14.2076101,-12.2006865,-15.6480865,-12.365221,-11.9052658,-7.77157402,-11.7012835,-11.0617485,-12.6336126,8.35988617,6.76164007,-4.97032166,-13.5396738,-15.6198092,-8.22828293,-12.2459803,-11.596034,-20.5779133,-10.7299385,-11.7192574,-13.5734568,-12.9462423,-12.204133,-11.6251097
-15.8154612,-14.638072,-14.2702608,-22.802866,-12.1866579,-17.7023468,-11.9705811,-11.3236866,-19.2487488,-8.63689709,-7.01846218,-11.8233509,-17.6018524,-9.78279114,-29.4684982,-12.2384233,-7.07274246,-6.15383577,11.2979975,-8.02715206,-15.9293394,-11.7662849,-8.08580399,-15.8576765,-15.5536423,-18.6089497,-17.6923141
-9.19874668,-9.28117466,-7.87461615,-13.9931536,-11.8148251,-15.3978224,-11.9132061,-11.9156103,-7.20849276,-9.3403492,-12.649086,-8.41379356,9.22394657,2.94123673,-11.9637775,-15.0746431,-16.759264,-9.66830635,-15.157299,-13.7823572,-20.3068619,-14.9889317,-12.4781475,-17.2214088,-15.8369036,-12.7381315,-12.1404018
-9.01298046,-8.37829781,-9.79632187,-13.9500675,-1.96715105,-6.72618723,-2.02495289,-2.51384187,-3.41766334,6.54828405,-6.47152662,-4.34806061,-3.30691886,-5.10150528,-19.1072655,-13.7048187,-12.0890942,-8.49053574,-10.8246479,-9.92678261,-14.9556246,-10.8804607,-6.91651058,-14.6083517,-14.1873703,-13.3454037,-13.1128511
-6.1248045,-5.79801893,-4.96434879,-11.129221,-8.76415157,-14.1779375,-8.60592842,-7.3337903,-4.35905361,-12.6228561,-12.2035666,-10.4713182,-13.2050667,-9.94360352,-9.48362255,-12.2078409,-12.6662455,-15.3683348,-11.5092516,-11.8024731,-12.2203627,-11.0374641,-11.0480938,6.21955633,5.9175868,-1.85512042,-1.59335959
1.60461509,1.85700929,2.0548017,-7.03262758,-14.7046366,-12.8413067,-14.725255,-17.481781,-2.67989326,-14.06217,-11.0281591,-10.2193441,-4.98061132,-7.45601749,-14.1570005,-12.3278646,-12.6365337,-10.9822407,-11.3517647,-14.0988979,-18.1289539,-8.9517765,-7.17929316,0.246062219,0.183385149,1.18763077,1.43439698
-3.23543477,-3.0425148,11.0966301,-4.04813194,-10.7427206,-10.6376991,-10.557375,-13.7003765,-10.1880703,-15.8898687,-10.8844624,-9.83509922,-8.88012981,-7.90412235,-14.7274408,-8.64532471,-14.2684822,-10.579627,-9.08695602,-13.2243967,-15.716217,-10.4822321,-7.43716764,-8.46396828,-8.14655495,-6.03084946,-5.70231962
-11.517993,-10.5206776,-8.22023869,-17.3262367,-8.91897488,-17.4182529,-9.08186531,-8.03660011,-27.3548965,-23.1491222,-12.8652334,-11.4147558,-22.3319664,-17.9751949,-26.7809467,-7.45646763,-11.065423,-13.5143919,-4.29093981,-11.7828197,7.57862616,-8.52434254,-5.42691374,-6.94811678,-7.25496817,-7.11377144,-7.01090288
-11.7338352,-11.1498041,-12.389205,-16.6174965,-8.30824852,-17.3030396,-7.98073435,-6.85423136,-14.5658722,-14.8178835,-12.9467421,-9.98544502,-15.0726347,-11.0304499,-9.04793453,-12.8981667,-17.630127,-13.6859856,-17.3814812,-12.9935246,-7.08805704,-16.2014694,-11.644022,10.6085663,10.0363178,-3.70767164,-3.33077955
-10.3008137,-9.42169952,-10.7795315,-14.2754297,-15.596283,-21.9676704,-15.3777065,-10.7834349,-17.1697178,-16.5858631,-8.99016285,-8.17141247,-22.6011486,-16.3388481,-24.2068691,-14.1999063,-8.45365238,-11.3073692,-10.042738,-9.82867146,-9.3559885,-7.06352329,13.9854679,-13.4804487,-13.1901579,-15.6658001,-15.0494156
-16.9093685,-16.2041283,-12.0469046,-20.13904,-7.45490599,-11.468771,-7.16986418,-8.25612736,-26.8322086,-19.7245808,-11.3182249,-9.74153042,-21.5825977,-8.04426289,-18.4633846,-10.4001341,-8.70133305,-12.5843649,-3.7714448,-11.1084223,6.45692635,-9.85232544,-7.46947861,-5.47202253,-5.2243762,-6.97728825,-6.59408474
7.34850216,6.87343121,11.4751806,-7.01242924,-11.0557976,-18.2307167,-11.0342207,-7.40259361,-14.9547491,-18.0828438,-10.298789,-9.24024105,-12.1454744,-7.01684475,-14.7046938,-9.84161663,-13.7555447,-14.3676224,-12.9533358,-16.8935127,-15.8508749,-11.4081631,-11.367507,-6.72677946,-6.63133287,-10.7290401,-10.2603083
-9.64787769,-8.96065617,-9.26310158,-13.4045115,-6.1722579,-10.5782356,-6.24467087,-5.33719158,-6.31852341,-3.94743586,-5.21643019,6.42393017,-9.7043829,-3.9655261,-22.1894989,-11.2353086,-11.412076,-8.79585934,-11.9477081,-11.8599033,-15.5888729,-10.5902891,-4.716712,-17.1878719,-16.5167713,-10.7428846,-10.3771906
-5.25613117,-4.79554033,-4.27824402,-9.23655128,-9.60619259,-11.31989,-9.62965488,-10.0168238,-4.48374271,-9.67161655,-10.8577919,-9.95665741,7.22765207,-4.49494505,-8.88054276,-10.9249229,-14.0583582,-6.60811186,-8.35063553,-10.3771925,-17.8214703,-9.41183567,-7.62864065,-8.10264969,-7.88983727,-11.4069157,-10.6729021
-7.93318224,-7.89968252,-10.1931639,-14.6170626,-11.9100771,-18.8382797,-11.5022011,-8.81735611,-18.6071224,-18.5278492,-10.431921,-6.7345376,-19.0698891,-15.2469721,-20.6533413,-10.6782522,-6.09252977,-10.7620058,-12.6940632,-12.1922846,-6.7439208,6.1968255,-2.48852205,-15.1657305,-14.6387587,-15.4179802,-14.9614058
-10.801466,-10.4943428,-8.99917698,-22.6492767,-7.00369215,-13.6374083,-6.47506952,-6.86203003,-13.935173,-16.9537182,-11.959115,-6.79633856,-16.1900787,-2.91716242,-20.2957344,-14.7353449,-8.5412302,-11.1295347,-12.2080994,-8.8764925,-14.0976553,3.88911295,0.0782226473,-10.7106743,-10.4527416,-9.84664249,-9.40883255
-23.6297455,-23.045681,-20.3730679,-15.2026911,-14.0242395,-19.1963978,-13.9554482,-12.3683939,-20.1592789,-14.4012356,-12.7321892,-15.3245392,-26.0202732,-19.6119423,-23.2131577,-15.3447876,-6.94114256,-9.88930702,-10.6136513,10.3321629,-14.5058546,-11.2770033,-12.3113298,-22.9677181,-22.3739319,-23.9248371,-23.0334015
-12.8191547,-12.0953436,-12.1088505,-16.586237,-8.3809166,-10.5315409,-8.03765583,-9.98251152,-15.0203724,-14.6104794,-13.5826702,-10.543685,-16.075449,-10.5697107,-11.0618019,-14.6159592,-17.7027264,-14.5782595,-15.10466,-12.5662327,-6.55979347,-17.0779266,-13.2648115,13.1886978,12.3045034,3.55322647,3.58499312
-7.62357378,-7.21564007,-9.86527443,-14.2517643,9.24408531,-5.23230028,8.8050127,8.69316292,-9.26603413,-6.69642782,-8.84275627,-6.09120464,-10.9439459,-9.45844364,-20.7740612,-12.6123228,-9.70575047,-11.1456804,-14.2190313,-11.6091299,-13.8888702,-7.31148005,-11.3331909,-10.510705,-10.0479841,-12.278039,-12.0756092
-5.35344696,-4.85271931,-4.65477753,-13.2099905,-14.2994013,-18.1949005,-13.9242296,-11.8950224,-7.82189941,-12.274128,-12.3462381,-10.7154493,6.81751728,5.43249321,-4.31710386,-15.450922,-16.3281765,-8.86804104,-13.3548822,-14.718626,-21.4863033,-11.8205585,-13.249733,-15.7022858,-14.570982,-13.0932627,-12.794445
1.88000655,1.92197812,1.18105662,6.08295059,-14.5867434,-18.3064499,-14.1696596,-8.81119919,-8.746665,-16.279171,-10.4017611,-9.6460228,-10.6013212,-8.72767258,-4.04997253,-10.5987091,-12.6405687,-12.9437008,-10.8613482,-14.2145748,-17.0175667,-10.4761963,-11.448185,-6.2363286,-6.19353533,-9.952281,-9.62380123
2.48297691,2.35130763,2.34719372,-2.26131034,-10.7647438,-16.3073082,-10.8678083,-8.41893959,-6.68949223,-14.1478043,-10.8770781,-10.3777008,-5.93331909,-8.75429249,-8.38490582,-10.7251024,-11.7176809,-11.1601486,-10.2315693,-12.9386215,-16.4041748,-9.62774277,-8.40109062,-3.67547679,-3.70301199,-11.5378561,-11.0572453
-8.84158611,-8.60530663,-9.72472477,-8.74816513,-11.7861881,-15.5107918,-11.5118341,-9.12675953,-3.67359853,-11.7709255,-11.3720551,-10.0219879,-2.65365624,-0.34718135,5.82906675,-11.8677139,-14.3684559,-8.84675598,-12.661911,-10.9555387,-18.3273888,-11.7590351,-10.6805477,-9.22805214,-8.7968235,-11.8557749,-11.5938177
-10.3636246,-9.75349998,-9.41626644,-15.2667723,7.50910425,-4.32560587,7.38542175,6.48801088,-2.7834239,-6.13144922,-7.5096035,-6.80010271,-9.04818916,-9.23139477,-23.1072445,-10.1254559,-12.6776724,-9.33584404,-13.6971312,-9.68439102,-13.2900305,-10.6274786,-5.34050226,-17.1030006,-16.1810932,-11.6577272,-11.407939
-3.14185667,-3.29810119,-2.5484066,-9.63911057,-10.9632206,-15.1121826,-10.7901993,-10.2950411,-6.77377415,-12.182023,-10.5798368,-8.80842686,9.30820847,5.30415678,-6.67178679,-12.3325682,-14.5337038,-8.2494421,-11.7845459,-12.5656567,-18.9985008,-10.5346823,-8.24130154,-11.6916733,-11.3317699,-11.4167328,-11.0465164
-7.56582928,-7.31223059,-7.08970022,-15.5203733,-8.81508255,-7.44361353,-8.70733547,-14.3217144,-7.81150532,-13.267663,-11.8755274,-11.1175241,-14.325017,-9.19118595,-11.7414207,-11.0402422,-12.2384176,-13.3561077,-9.85354614,-10.4075718,-11.470849,-9.32135296,-8.80851555,11.0188513,10.4500847,6.2814579,6.15057564
-4.36150074,-3.96364069,-3.7657764,-7.37612534,-15.3658705,-18.5462322,-15.0829802,-12.4574566,-5.70945072,-13.4640293,-11.2528086,-10.77707,4.52858639,3.17126393,-3.57661223,-13.2399158,-14.5167484,-10.1582375,-11.724844,-13.4828997,-20.5347805,-10.883812,-10.8878641,-10.5657883,-9.9742918,-12.9227972,-12.6193733
-21.4175835,-19.9755554,-17.7751389,-17.7223473,-17.666893,-12.5508213,-18.0260658,-18.2210274,-10.2646275,-9.99833584,-12.9805717,-13.5594749,7.1960063,-1.55961955,-8.95656013,-13.3788176,-18.3705215,-2.28212261,-10.0716867,-5.13129473,-21.2743378,-14.0684357,-10.8748312,-25.7160587,-24.3801842,-19.7384052,-19.1449051
-3.48919487,-2.96996093,-3.22550249,-6.80486488,-9.27394199,-14.5513353,-8.86071777,-6.99810839,7.7733593,-10.9882946,-10.9991999,-10.9012041,-7.36028576,-8.14135742,-10.9086494,-11.1942301,-10.9852467,-11.2823362,-10.5239525,-11.4515743,-18.4170437,-7.40150213,-5.64420795,-4.39180613,-4.21168709,-5.96852398,-5.54903793
